Filing Date,Trade Date,Action Date,performance_check_month,performance_check_2_weeks,classification_check_month,classification_check_2_weeks,filing_check_month,Filing Quarter,Difference btw. filing and trade date,Ticker,Title,Delta own,Value,Title Conv.,Delta Own Conv.,Sector,One Month Prior Performance,2-Week Prior Performance,One Month Prior Market Performance,2-Week Prior Index Performance,One Month Prior Volatility Change,2-Week Prior Volatility Change,Number of Recent Transactions,Days Since Last Recent Transaction,Trade Day of Week,Filing Day of Week,Return if exited at the 75th percentile midpoint of daily price action,Return if exited at the 75th percentile open of daily price action,Days to midpoint exit,Days to open exit
2022-03-24,2022-03-24,2022-03-25,2022-02-25,2022-03-11,2022-04-25,2022-04-08,2021-12-28,1,1.89,PLBY,"CEO, Pres",2%,468311,0.0,0.02,Consumer Cyclical,-0.11428572639586433,-0.0779907664408755,0.05692381372796482,0.06158664764429256,-0.31613541711326076,-0.31613541711326076,2,1,3,3,-0.07402333031173057,-0.08978755352407168,6.0,7.0
2022-03-23,2022-03-23,2022-03-24,2022-02-24,2022-03-10,2022-04-22,2022-04-07,2021-12-27,1,1.72,PLBY,"CEO, Pres",1%,383383,0.0,0.01,Consumer Cyclical,0.06823186334315952,-0.030625833830065147,0.0876829408283405,0.06292938680401074,-0.34392973426700063,-0.34392973426700063,1,1,2,2,-0.10690786470749333,-0.08289475294031284,5.0,2.0
2022-03-23,2022-03-23,2022-03-24,2022-02-24,2022-03-10,2022-04-22,2022-04-07,2021-12-27,1,2.64,TRSSF,"Exec COB, 10%",0%,1287100,3.0,0.0,Healthcare,0.11089107358985094,0.2064516168727338,0.0876829408283405,0.06292938680401074,-0.34392973426700063,-0.34392973426700063,0,-1,2,2,-0.00485860077957042,0.005379166626330364,12.0,6.0
2022-03-23,2022-03-23,2022-03-24,2022-02-24,2022-03-10,2022-04-22,2022-04-07,2021-12-27,1,23.26,WETH,COB,10%,815303,3.0,0.1,Real Estate,-0.046153803831019906,0.01639342660450326,0.0876829408283405,0.06292938680401074,-0.34392973426700063,-0.34392973426700063,0,-1,2,2,0.0,0.0,0.0,0.0
2022-03-22,2022-03-22,2022-03-23,2022-02-23,2022-03-09,2022-04-21,2022-04-06,2021-12-23,1,1.9,PLBY,"CEO, Pres",1%,383383,0.0,0.01,Consumer Cyclical,-0.037085211390259235,-0.06859660975689828,0.03036119735043591,0.05520592250421411,-0.30142268754340856,-0.30142268754340856,0,-1,1,1,-0.09344581904472157,-0.08825435886721561,3.0,6.0
2022-03-22,2022-03-22,2022-03-23,2022-02-23,2022-03-09,2022-04-21,2022-04-06,2021-12-23,1,5.71,TSVT,"Pres, CEO",196%,4500055,0.0,1.96,Healthcare,0.1732501695861569,0.38884338703508275,0.03036119735043591,0.05520592250421411,-0.30142268754340856,-0.30142268754340856,0,-1,1,1,0.04038917786521792,0.04952831355733585,7.0,5.0
2022-03-22,2022-03-22,2022-03-23,2022-02-23,2022-03-09,2022-04-21,2022-04-06,2021-12-23,1,5.62,PRCH,"CEO, COB, FOUNDER, 10%",1%,1000002,0.0,0.01,Technology,-0.0521092470552349,0.08522725964257533,0.03036119735043591,0.05520592250421411,-0.30142268754340856,-0.30142268754340856,0,-1,1,1,-0.11180902791713816,-0.08040199289177175,3.0,3.0
2022-03-21,2022-03-21,2022-03-22,2022-02-22,2022-03-08,2022-04-20,2022-04-05,2021-12-22,1,4.7,PCT,"COB, CEO",3%,999992,0.0,0.03,Industrials,0.40196079806335544,0.1999999733237957,0.04128325706838781,0.07351289315454032,-0.3661231996530828,-0.3661231996530828,0,-1,0,0,-0.02474104558486632,-0.01726117672880914,10.0,18.0
2022-03-18,2022-03-18,2022-03-21,2022-02-18,2022-03-07,2022-04-19,2022-04-04,2021-12-21,1,2.72,COCO,Co-CEO,6%,875250,0.0,0.06,Consumer Defensive,-0.21303040418377292,-0.15469607777275768,0.017472717879718238,0.03100765133976309,-0.34420289893593553,-0.34420289893593553,0,-1,4,4,-0.05257993518360594,-0.044375579991971024,17.0,18.0
2022-03-18,2022-03-18,2022-03-21,2022-02-18,2022-03-07,2022-04-19,2022-04-04,2021-12-21,1,116.71,ALOR,"CEO, 10%",New,9150000,0.0,1.0,Financial Services,0.0,-0.001005048148093835,0.017472717879718238,0.03100765133976309,-0.34420289893593553,-0.34420289893593553,0,-1,4,4,0.007556655700132899,0.007556655700132899,14.0,14.0
2022-03-17,2022-03-17,2022-03-18,2022-02-17,2022-03-04,2022-04-18,2022-04-01,2021-12-20,1,0.73,SOFI,CEO,1%,303008,0.0,0.01,Financial Services,-0.23547637473151592,-0.07254278316249581,0.001584372405424451,0.02786657133713167,-0.2517241026746708,-0.2517241026746708,0,-1,3,3,0.07959641615182153,0.07174891679918677,1.0,2.0
2022-03-17,2022-03-17,2022-03-18,2022-02-17,2022-03-04,2022-04-18,2022-04-01,2021-12-20,1,2.71,DOCU,"Pres, CEO",92%,4999792,0.0,0.92,Technology,-0.19475590890524846,-0.12134310195327946,0.001584372405424451,0.02786657133713167,-0.2517241026746708,-0.2517241026746708,1,66,3,3,0.22082581888086772,0.20604896571058978,9.0,7.0
2022-03-17,2022-03-17,2022-03-18,2022-02-17,2022-03-04,2022-04-18,2022-04-01,2021-12-20,1,13.7,UPTD,"Co-CEO, 10%",13%,314700,0.0,0.13,Financial Services,0.004024141201370643,0.0010029363028793024,0.001584372405424451,0.02786657133713167,-0.2517241026746708,-0.2517241026746708,0,-1,3,3,0.00150304048204321,0.0010020269880288066,1.0,1.0
2022-03-17,2022-03-17,2022-03-18,2022-02-17,2022-03-04,2022-04-18,2022-04-01,2021-12-20,1,2.57,WULF,"CEO, 10%",1%,3076429,0.0,0.01,Financial Services,-0.39628734367996815,-0.041025662030301654,0.001584372405424451,0.02786657133713167,-0.2517241026746708,-0.2517241026746708,3,3,3,3,0.1590296890893233,0.15094337925108034,11.0,9.0
2022-03-16,2022-03-16,2022-03-17,2022-02-16,2022-03-03,2022-04-14,2022-03-31,2021-12-17,1,2.72,AAT,"COB, CEO, 10%",0%,620323,0.0,0.0,Real Estate,0.054995475629462345,0.007105577601637265,-0.00989285263423666,0.0023538135562664836,-0.15891219884421673,-0.15891219884421673,10,5,2,2,0.036807284188129105,0.03446379298577884,13.0,8.0
2022-03-16,2022-03-16,2022-03-17,2022-02-16,2022-03-03,2022-04-14,2022-03-31,2021-12-17,1,0.52,DM,CEO,1%,525231,0.0,0.01,Technology,0.1686182185966716,0.22604411809674263,-0.00989285263423666,0.0023538135562664836,-0.15891219884421673,-0.15891219884421673,0,-1,2,2,0.1581986038912556,0.14549656479016743,9.0,3.0
2022-03-16,2022-03-16,2022-03-17,2022-02-16,2022-03-03,2022-04-14,2022-03-31,2021-12-17,1,1.5,BRC,"SRVP, Pres, Ident Solns",17%,435000,5.0,0.17,Industrials,-0.06446339637472728,-0.004990169188824424,-0.00989285263423666,0.0023538135562664836,-0.15891219884421673,-0.15891219884421673,0,-1,2,2,0.027101681854441687,0.03008835455403375,2.0,7.0
2022-03-16,2022-03-16,2022-03-17,2022-02-16,2022-03-03,2022-04-14,2022-03-31,2021-12-17,1,1.45,NOTV,"COO, RMS",New,765637,2.0,1.0,Healthcare,-0.15114171994315148,-0.11655979350846742,-0.00989285263423666,0.0023538135562664836,-0.15891219884421673,-0.15891219884421673,0,-1,2,2,0.09982333435552845,0.09717318119475513,17.0,12.0
2022-03-15,2022-03-15,2022-03-16,2022-02-15,2022-03-02,2022-04-13,2022-03-30,2021-12-16,1,1.86,LSEA,CEO,16%,506833,0.0,0.16,Real Estate,0.24148149843569156,0.28527609493184264,-0.016124499995314824,0.008166411619271756,-0.22017545376213354,-0.22017545376213354,0,-1,1,1,0.05780686970570112,0.061978484244425695,13.0,4.0
2022-03-15,2022-03-15,2022-03-16,2022-02-15,2022-03-02,2022-04-13,2022-03-30,2021-12-16,1,0.83,VTRS,CEO,58%,496773,0.0,0.58,Healthcare,-0.30296712091024003,0.024654857192861063,-0.016124499995314824,0.008166411619271756,-0.22017545376213354,-0.22017545376213354,0,-1,1,1,0.07764589382755092,0.08407519266225287,5.0,12.0
2022-03-15,2022-03-15,2022-03-16,2022-02-15,2022-03-02,2022-04-13,2022-03-30,2021-12-16,1,1.68,ELY,"EVP, CFO",30%,325895,1.0,0.3,,0.005872457581894781,-0.023217910897681427,-0.016124499995314824,0.008166411619271756,-0.22017545376213354,-0.22017545376213354,1,0,1,1,0.044149645647142494,0.046976943647595644,1.0,9.0
2022-03-15,2022-03-15,2022-03-16,2022-02-15,2022-03-02,2022-04-13,2022-03-30,2021-12-16,1,1.68,ELY,"Pres, CEO",1%,344800,0.0,0.01,,0.005872457581894781,-0.023217910897681427,-0.016124499995314824,0.008166411619271756,-0.22017545376213354,-0.22017545376213354,1,0,1,1,0.044149645647142494,0.046976943647595644,1.0,9.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,4.84,COTY,CEO,3%,2525796,0.0,0.03,Consumer Defensive,-0.09032259520002396,-0.07236840522960702,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,0,-1,0,0,0.0861650555665763,0.09223304004760964,15.0,12.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,0.72,FOUR,"COB, CEO, 10%",12%,1739758,0.0,0.12,Technology,-0.04839595649077218,0.04216017699704681,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,2,4,0,0,0.3400758872386398,0.32553731691904275,13.0,16.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,3.69,COMM,"Pres, CEO",8%,501542,0.0,0.08,Technology,-0.17245245084679442,-0.21633089848051268,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,0,-1,0,0,0.11551722164811759,0.11310340618265086,10.0,3.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,10.67,HYFM,"CEO, COB",2%,357100,0.0,0.02,Industrials,-0.2920353845730939,-0.3006993166890334,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,0,-1,0,0,0.2166168237119183,0.21284535882903327,3.0,12.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,4.65,INBK,"COB, CEO",5%,891843,0.0,0.05,Financial Services,-0.07223660772408497,-0.03508780867538173,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,1,0,0,0,-0.0027167329100656105,0.0,8.0,0.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,4.65,INBK,"COB, CEO",5%,891843,0.0,0.05,Financial Services,-0.07223660772408497,-0.0350877291808161,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,1,0,0,0,-0.0027167329100656105,0.0,8.0,0.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,3.57,AMN,"CFO, CAO",New,500087,1.0,1.0,Healthcare,-0.009278220079159719,-0.04428110962190722,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,0,-1,0,0,0.08767311977755403,0.08958460713268777,6.0,14.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,3.3,OPK,"CEO, COB, 10%",0%,312865,0.0,0.0,Healthcare,0.0744336651981162,0.06752413029920766,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,5,13,0,0,0.13897757433403524,0.14057501684164406,9.0,15.0
2022-03-14,2022-03-14,2022-03-15,2022-02-14,2022-03-01,2022-04-12,2022-03-29,2021-12-15,1,3.26,WULF,"CEO, 10%",0%,956600,0.0,0.0,Financial Services,-0.387450984880036,-0.3330486834041531,-0.0340296723755882,-0.023077402570427803,0.012903196975288404,0.012903196975288404,2,4,0,0,0.10256412450927038,0.09487176320805273,14.0,12.0
2022-03-11,2022-03-11,2022-03-14,2022-02-11,2022-02-28,2022-04-11,2022-03-28,2021-12-14,1,1.8,BLL,Pres,7%,601002,5.0,0.07,,,,-0.07393257723261241,-0.04158314026380064,-0.02065345861000375,-0.02065345861000375,0,-1,4,4,,,,
2022-03-11,2022-03-11,2022-03-14,2022-02-11,2022-02-28,2022-04-11,2022-03-28,2021-12-14,1,2.69,BRP,CEO,26%,333368,0.0,0.26,Financial Services,-0.22680742484567468,-0.1271217186664265,-0.07393257723261241,-0.04158314026380064,-0.02065345861000375,-0.02065345861000375,0,-1,4,4,0.06206763038838807,0.06264408655228342,5.0,4.0
2022-03-11,2022-03-11,2022-03-14,2022-02-11,2022-02-28,2022-04-11,2022-03-28,2021-12-14,1,1.68,AAT,"COB, CEO, 10%",0%,474080,0.0,0.0,Real Estate,0.03098908726515073,0.0020747760624488455,-0.07393257723261241,-0.04158314026380064,-0.02065345861000375,-0.02065345861000375,10,2,4,4,0.0283018656236695,0.025977496234823937,16.0,11.0
2022-03-10,2022-03-10,2022-03-11,2022-02-10,2022-02-25,2022-04-08,2022-03-25,2021-12-13,1,0.76,WULF,"CEO, 10%",0%,967755,0.0,0.0,Financial Services,-0.2684615208552434,-0.1493738846787704,-0.07663337707221721,-0.02188494893038597,-0.029356069956345317,-0.029356069956345317,1,77,3,3,0.2855029235195547,0.27958569906159014,7.0,17.0
2022-03-10,2022-03-10,2022-03-11,2022-02-10,2022-02-25,2022-04-08,2022-03-25,2021-12-13,1,0.73,FOUR,"COB, CEO, 10%",67%,4050439,0.0,0.67,Technology,-0.07966723992895214,-0.02734904764094241,-0.07663337707221721,-0.02188494893038597,-0.029356069956345317,-0.029356069956345317,1,1,3,3,0.22637870483894268,0.2130736426342213,15.0,18.0
2022-03-10,2022-03-10,2022-03-11,2022-02-10,2022-02-25,2022-04-08,2022-03-25,2021-12-13,1,2.59,NRDS,"CEO, 10%",64%,412055,0.0,0.64,Financial Services,-0.3395618751497797,-0.09771124033659667,-0.07663337707221721,-0.02188494893038597,-0.029356069956345317,-0.029356069956345317,1,2,3,3,0.11909090388904918,0.11999997225674716,12.0,7.0
2022-03-10,2022-03-10,2022-03-11,2022-02-10,2022-02-25,2022-04-08,2022-03-25,2021-12-13,1,2.52,FRST,"Pres, CEO",14%,341537,0.0,0.14,Financial Services,-0.0266940030618883,-0.013185271946041648,-0.07663337707221721,-0.02188494893038597,-0.029356069956345317,-0.029356069956345317,0,-1,3,3,0.021071385167686994,0.021428611844414663,4.0,5.0
2022-03-10,2022-03-10,2022-03-11,2022-02-10,2022-02-25,2022-04-08,2022-03-25,2021-12-13,1,1.38,RILY,"COB, Co-CEO, 10%",1%,1884981,0.0,0.01,Financial Services,-0.016149022251106007,0.09020888313436834,-0.07663337707221721,-0.02188494893038597,-0.029356069956345317,-0.029356069956345317,2,8,3,3,0.08292308642993496,0.08538462245352116,10.0,10.0
2022-03-10,2022-03-10,2022-03-11,2022-02-10,2022-02-25,2022-04-08,2022-03-25,2021-12-13,1,2.38,DMRC,"Pres, CEO, 10%",1%,732460,0.0,0.01,Technology,-0.14843752581383177,-0.16041529864760937,-0.07663337707221721,-0.02188494893038597,-0.029356069956345317,-0.029356069956345317,0,-1,3,3,0.007286984049191348,0.0,18.0,0.0
2022-03-09,2022-03-09,2022-03-10,2022-02-09,2022-02-24,2022-04-07,2022-03-24,2021-12-10,1,1.8,TBI,"EVP, CFO",19%,378150,1.0,0.19,Industrials,-0.01744818386923867,0.05421222036215225,-0.06322409950929184,0.02496528910704796,-0.1938666788736979,-0.1938666788736979,0,-1,2,2,0.10151516454169482,0.10265155420377839,11.0,6.0
2022-03-09,2022-03-09,2022-03-10,2022-02-09,2022-02-24,2022-04-07,2022-03-24,2021-12-10,1,0.75,FOUR,"COB, CEO, 10%",>999%,5523206,0.0,1.0,Technology,-0.0357415700074967,0.15977013248136673,-0.06322409950929184,0.02496528910704796,-0.1938666788736979,-0.1938666788736979,0,-1,2,2,0.32334578785124524,0.308988723466285,16.0,19.0
2022-03-09,2022-03-09,2022-03-10,2022-02-09,2022-02-24,2022-04-07,2022-03-24,2021-12-10,1,2.72,EXPE,"CEO, Vice COB",5%,1006747,0.0,0.05,Consumer Cyclical,-0.0842035058192488,-0.03791139383322085,-0.06322409950929184,0.02496528910704796,-0.1938666788736979,-0.1938666788736979,0,-1,2,2,0.14008820477653952,0.13823529411764707,11.0,14.0
2022-03-09,2022-03-09,2022-03-10,2022-02-09,2022-02-24,2022-04-07,2022-03-24,2021-12-10,1,1.71,AAT,"COB, CEO, 10%",0%,544236,0.0,0.0,Real Estate,0.04543823469058324,0.05918225383042287,-0.06322409950929184,0.02496528910704796,-0.1938666788736979,-0.1938666788736979,9,7,2,2,0.042845213433862994,0.040487970320295705,18.0,13.0
2022-03-08,2022-03-08,2022-03-09,2022-02-08,2022-02-23,2022-04-06,2022-03-23,2021-12-09,1,0.75,CZR,CEO,4%,713755,0.0,0.04,Consumer Cyclical,-0.04563353720300964,-0.042098810643325615,-0.04512036460495553,-0.010878856087023624,0.15727531039309067,0.15727531039309067,0,-1,1,1,0.06180980616550813,0.06584970709639493,18.0,12.0
2022-03-08,2022-03-08,2022-03-09,2022-02-08,2022-02-23,2022-04-06,2022-03-23,2021-12-09,1,0.68,WAL,Exec COB,2%,1928600,3.0,0.02,Financial Services,-0.15676530394970228,-0.08878604144034147,-0.04512036460495553,-0.010878856087023624,0.15727531039309067,0.15727531039309067,2,34,1,1,0.031208924192980825,0.03587227057514138,12.0,10.0
2022-03-08,2022-03-08,2022-03-09,2022-02-08,2022-02-23,2022-04-06,2022-03-23,2021-12-09,1,4.67,MSGS,"Pres, CEO",63%,996000,0.0,0.63,Communication Services,-0.02562036951152435,-0.03469953135916056,-0.04512036460495553,-0.010878856087023624,0.15727531039309067,0.15727531039309067,0,-1,1,1,0.05485494132374029,0.05104187010679296,14.0,20.0
2022-03-08,2022-03-08,2022-03-09,2022-02-08,2022-02-23,2022-04-06,2022-03-23,2021-12-09,1,4.67,Y,"Pres, CEO",2%,381296,0.0,0.02,Financial Services,-0.07201812236638667,-0.06581896759529669,-0.04512036460495553,-0.010878856087023624,0.15727531039309067,0.15727531039309067,0,-1,1,1,0.3730592247172259,0.37094722626335147,20.0,19.0
2022-03-08,2022-03-08,2022-03-09,2022-02-08,2022-02-23,2022-04-06,2022-03-23,2021-12-09,1,0.63,LIN,CEO,13%,1007325,0.0,0.13,Basic Materials,-0.012646751827407174,-0.010410772247708392,-0.04512036460495553,-0.010878856087023624,0.15727531039309067,0.15727531039309067,0,-1,1,1,0.13308054853481718,0.1322683164353847,13.0,12.0
2022-03-08,2022-03-08,2022-03-09,2022-02-08,2022-02-23,2022-04-06,2022-03-23,2021-12-09,1,1.48,NRDS,"CEO, 10%",New,598839,0.0,1.0,Financial Services,-0.24652088995445368,0.04407709156140126,-0.04512036460495553,-0.010878856087023624,0.15727531039309067,0.15727531039309067,0,-1,1,1,0.11604716598334416,0.11695376183889855,14.0,9.0
2022-03-07,2022-03-07,2022-03-08,2022-02-07,2022-02-22,2022-04-05,2022-03-22,2021-12-08,1,3.72,SKX,Pres,30%,3852847,5.0,0.3,Consumer Cyclical,-0.16894769645177518,-0.2202105070415296,-0.07436049596349109,-0.037398973928072184,0.10471704122476257,0.10471704122476257,0,-1,0,0,0.14044635896973162,0.14114369842842978,18.0,19.0
2022-03-07,2022-03-07,2022-03-08,2022-02-07,2022-02-22,2022-04-05,2022-03-22,2021-12-08,1,0.69,HLMN,"Div Pres, Hillman US",13%,499824,5.0,0.13,Industrials,0.17673878633477208,0.08860761531110105,-0.07436049596349109,-0.037398973928072184,0.10471704122476257,0.10471704122476257,2,0,0,0,0.051895701116485934,0.042654009585737444,15.0,15.0
2022-03-07,2022-03-07,2022-03-08,2022-02-07,2022-02-22,2022-04-05,2022-03-22,2021-12-08,1,0.56,HLMN,"COB, Pres, CEO",53%,1004732,0.0,0.53,Industrials,0.17673878633477208,0.08860761531110105,-0.07436049596349109,-0.037398973928072184,0.10471704122476257,0.10471704122476257,2,0,0,0,0.051895701116485934,0.042654009585737444,15.0,15.0
2022-03-07,2022-03-07,2022-03-08,2022-02-07,2022-02-22,2022-04-05,2022-03-22,2021-12-08,1,0.56,HLMN,"CFO, Treasurer",42%,491768,1.0,0.42,Industrials,0.17673878633477208,0.08860761531110105,-0.07436049596349109,-0.037398973928072184,0.10471704122476257,0.10471704122476257,2,0,0,0,0.051895701116485934,0.042654009585737444,15.0,15.0
2022-03-07,2022-03-07,2022-03-08,2022-02-07,2022-02-22,2022-04-05,2022-03-22,2021-12-08,1,3.33,AES,"EVP, CFO",228%,1001100,1.0,2.28,Utilities,-0.013723686393053153,0.015544196376731333,-0.07436049596349109,-0.037398973928072184,0.10471704122476257,0.10471704122476257,0,-1,0,0,0.14386353717798878,0.1381817628290631,15.0,15.0
2022-03-04,2022-03-04,2022-03-07,2022-02-04,2022-02-18,2022-04-04,2022-03-21,2021-12-07,1,1.7,AHCO,CEO,1%,499506,0.0,0.01,Healthcare,-0.08534431011176569,-0.11200000217982702,-0.06284037237028679,-0.041846746163163855,0.36721684064366794,0.36721684064366794,0,-1,4,4,0.09941715303131628,0.09132129788901343,16.0,12.0
2022-03-03,2022-03-03,2022-03-04,2022-02-03,2022-02-17,2022-04-01,2022-03-18,2021-12-06,1,0.81,JRVR,CEO,42%,1031865,0.0,0.42,Financial Services,-0.2346864003780096,-0.22000757397207876,-0.04553944008302722,-0.028543138946468507,0.28795810070478184,0.28795810070478184,0,-1,3,3,0.04347827890767795,0.03060245567328423,3.0,16.0
2022-03-03,2022-03-03,2022-03-04,2022-02-03,2022-02-17,2022-04-01,2022-03-18,2021-12-06,1,1.65,SSTI,CFO,18%,526863,1.0,0.18,Technology,0.07671749095429017,0.06864150004100388,-0.04553944008302722,-0.028543138946468507,0.28795810070478184,0.28795810070478184,0,-1,3,3,0.06852886876894607,0.05474857700072877,2.0,12.0
2022-03-02,2022-03-02,2022-03-03,2022-02-02,2022-02-16,2022-03-31,2022-03-17,2021-12-03,1,0.81,NRDY,"CEO, 10%",2%,1000764,0.0,0.02,Technology,-0.0466666751437717,-0.11728398271651767,-0.044433326165500796,-0.020705776945519835,0.21000392600335507,0.21000392600335507,0,-1,2,2,0.00635597693684039,0.0,15.0,0.0
2022-03-02,2022-03-02,2022-03-03,2022-02-02,2022-02-16,2022-03-31,2022-03-17,2021-12-03,1,1.8,RCII,CEO,7%,1083200,0.0,0.07,Industrials,-0.3266017461483607,-0.3073066721509032,-0.044433326165500796,-0.020705776945519835,0.21000392600335507,0.21000392600335507,0,-1,2,2,-0.059965640910509314,-0.055326444486832764,11.0,5.0
2022-03-02,2022-03-02,2022-03-03,2022-02-02,2022-02-16,2022-03-31,2022-03-17,2021-12-03,1,2.69,AAT,"COB, CEO, 10%",0%,697676,0.0,0.0,Real Estate,0.037109333462886064,0.04586373399624397,-0.044433326165500796,-0.020705776945519835,0.21000392600335507,0.21000392600335507,10,6,2,2,0.0022284461212053967,0.0030414069738382635,11.0,4.0
2022-03-02,2022-03-02,2022-03-03,2022-02-02,2022-02-16,2022-03-31,2022-03-17,2021-12-03,1,2.56,WOLV,"CEO, 10%",846%,500000,0.0,8.46,Basic Materials,0.2500000465661298,-0.16666663562258016,-0.044433326165500796,-0.020705776945519835,0.21000392600335507,0.21000392600335507,0,-1,2,2,-0.35714286094417375,-0.2857142781116525,4.0,3.0
2022-03-02,2022-03-02,2022-03-03,2022-02-02,2022-02-16,2022-03-31,2022-03-17,2021-12-03,1,1.38,RILY,Pres,6%,589752,5.0,0.06,Financial Services,0.039521283129828624,0.008400752702615435,-0.044433326165500796,-0.020705776945519835,0.21000392600335507,0.21000392600335507,1,0,2,2,0.09147862109113877,0.09395960425463129,16.0,16.0
2022-03-02,2022-03-02,2022-03-03,2022-02-02,2022-02-16,2022-03-31,2022-03-17,2021-12-03,1,2.38,RILY,"COB, Co-CEO, 10%",1%,4990495,0.0,0.01,Financial Services,0.039521283129828624,0.008400630693265233,-0.044433326165500796,-0.020705776945519835,0.21000392600335507,0.21000392600335507,1,0,2,2,0.09147862109113877,0.09395960425463129,16.0,16.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,1.83,ABCL,COO,3%,1998633,2.0,0.03,Healthcare,0.03626372635961988,-0.019750476366274784,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,0,-1,1,1,0.0021276576317181537,0.0063830236225137765,15.0,1.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,1.8,STRA,Exec COB,6%,783181,3.0,0.06,Consumer Defensive,0.013411511892564208,0.11490227403539334,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,0,-1,1,1,0.07503196035274158,0.0680077645849443,16.0,15.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,91.72,BIGC,Pres Chief Exec Officer,176%,24182211,5.0,1.76,Technology,-0.3225416064596619,-0.2718699385480183,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,0,-1,1,1,-0.005717470167954455,-0.0197308807965225,16.0,17.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,1.71,CTRA,"CEO, Pres, Dir",4%,1023280,0.0,0.04,Energy,0.18677766278112531,0.1283517360039603,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,0,-1,1,1,0.07064698735509507,0.08444766326101823,4.0,17.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,4.69,PSN,CFO,19%,1336000,1.0,0.19,Industrials,0.14163933425653177,0.0850732168667867,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,2,71,1,1,0.09492857796805246,0.09685712541852678,13.0,18.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,1.51,RBA,CEO,527%,499484,0.0,5.27,Industrials,-0.0719099994563294,-0.030846046353074703,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,0,-1,1,1,0.08969189529552395,0.08602342845046163,14.0,18.0
2022-03-01,2022-03-01,2022-03-02,2022-02-01,2022-02-15,2022-03-30,2022-03-16,2021-12-02,1,1.31,OPK,"CEO, COB, 10%",0%,310796,0.0,0.0,Healthcare,0.019169310091305933,0.022435953278515396,-0.029434169695396938,-0.009649366977670453,0.09433960854877863,0.09433960854877863,4,1,1,1,0.15746754101264113,0.14610391520472726,18.0,15.0
2022-02-28,2022-02-28,2022-03-01,2022-01-31,2022-02-14,2022-03-29,2022-03-15,2021-12-01,1,4.82,ASAN,"Pres, CEO, Chair, 10%",3%,37882367,0.0,0.03,Technology,0.13202883518315378,-0.12664867602181815,-0.028324959515468078,-0.02410140505310099,0.1422694414698655,0.1422694414698655,13,10,0,0,-0.19499011328463686,-0.17880911313950132,4.0,6.0
2022-02-28,2022-02-28,2022-03-01,2022-01-31,2022-02-14,2022-03-29,2022-03-15,2021-12-01,1,4.39,HBI,CEO,4%,501569,0.0,0.04,Consumer Cyclical,-0.02211270821844194,-0.02214983296148225,-0.028324959515468078,-0.02410140505310099,0.1422694414698655,0.1422694414698655,0,-1,0,0,0.006164848978765025,0.0038936144542222697,20.0,8.0
